mantaghe,tedad kol tabaghat,vahed,Mablaghe kol,metri,tabaghe,zir bana,khab,Balkon,telephone,ashpazkhaneh,open,behdashti,kafpoosh,parking,anbari,sen,nama,sanad,گاز,آسانسور,آیفون تصویری,کولر,درب ریموت کنترل,شوفاژ,پکیج,باز سازی شده,جکوزی,سونا,استخر,لابی,داکت اسپلیت,چیلر,روف گاردن,مسترروم,فاقد آسانسور,اسپلیت,سرویس مستخدم: سرايدار,سالن اجتماعات,فن کوئل,سالن بدنسازی,دوربین مداربسته,برق اضطراری,فلت,گرمایشی از کف,اعلام حریق,اطفاء حریق,جاروبرقی مرکزی,درب ضد سرقت,لندری,مبله,فروش با مستاجر,آنتن مرکزی,حیاط خلوت,سرویس مستخدم: دارد,باربیکیو,تابلو خور,سالن کنفرانس,سرویس مستخدم: نگهبان,هواساز,ماهواره مرکزی,شوتینگ زباله,سرویس مستخدم: لابي من,سرویس مستخدم: نگهبان/سرايدار
Niavaran,8,1,7000000000,116660000,6,60,1,0,1,MDF,1,Persian-Western,Ceramic,0,0,0-5,Stone,Promissory,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darrus,5,2,,,3,200,3,0,1,MDF,1,Persian-Western,Stone,1,1,15-20,Stone,Personal,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,4,1,28000000000,143580000,2,195,4,1,1,MDF,1,Persian-Western,Stone,1,1,15-20,Stone,Endowment,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darrus,7,,,,7,346,4,1,1,MDF,1,Persian-Western,Stone,1,1,5-10,Stone,Personal,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Northern Kamranieh,5,1,,,2,285,3,0,1,MDF,1,Persian-Western,Ceramic,1,1,0-5,Stone,Personal,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,5,4,36000000000,356430000,1,101,2,0,1,High-class,1,Persian-Western,Stone,1,1,5-10,Stone,Personal,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,14,2,63000000000,300000000,,210,3,0,1,MDF,1,Persian-Western,Ceramic,1,1,0-5,Composite,Personal,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farmanieh,3,1,,,1,152,2,0,1,MDF,1,Persian-Western,Ceramic,1,1,20-30,Stone,Personal,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farmanieh,5,2,,,1,145,3,1,1,MDF,1,Persian-Western,Ceramic,1,1,0-5,Stone,Personal,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ekhtiarieh,5,1,43560000000,220000000,2,198,3,1,1,MDF,1,Persian-Western,Stone,1,1,0-5,Stone,Personal,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirdamad,5,,13500000000,168750000,1,80,2,1,1,MDF,1,Persian-Western,Ceramic,1,1,15-20,Stone,Personal,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,4,3,17600000000,153040000,3,115,2,0,1,MDF,0,Persian-Western,Ceramic,1,1,15-20,Roman,Personal,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gholhak,6,1,40000000000,320000000,6,125,2,1,1,High-class,1,Persian-Western,Stone,1,1,0-5,Stone,Personal,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirdamad,5,1,29000000000,190780000,1,152,3,1,1,MDF,1,Persian-Western,Stone,1,1,10-15,Stone,Personal,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirdamad,6,1,30000000000,156250000,5,192,3,1,1,Metallic,1,Persian-Western,Ceramic,1,1,20-30,Stone,Personal,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darband,5,2,29000000000,200000000,4,145,3,1,1,MDF,1,Persian-Western,Stone,1,1,15-20,Stone,Personal,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirdamad,5,2,,,3,68,1,1,1,MDF,1,Persian-Western,Stone,1,1,0-5,Stone,Personal,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirdamad,6,2,47500000000,250000000,3,190,3,1,1,MDF,1,Western,Stone,1,1,0-5,Stone,Personal,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,5,2,,,,181,3,0,1,Wood-metal,1,Persian-Western,Stone,0,0,0-5,Stone,Residential,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Unknown,,,,190780000,1,152,3,1,1,MDF,1,Persian-Western,Stone,1,1,10-15,Stone,Personal,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gholhak,6,1,40000000000,320000000,6,125,2,1,1,High-class,1,Persian-Western,Stone,1,1,0-5,Stone,Personal,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aghdasieh,4,1,,,2,135,3,1,1,MDF,1,Persian-Western,Ceramic,1,1,0-5,Unknown,Residential,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown,5,2,36000000000,281250000,3,128,4,0,1,Pantry,0,Persian-Western,Ceramic,1,1,15-20,Composite Panel,Residential,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ekhtiarieh,2,4,33000000000,239130000,1,138,3,0,1,MDF,1,Persian-Western,Stone,1,1,30+,Stone,Personal,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farmanieh,6,2,25000000000,227270000,2,110,2,0,1,Membrane,1,Western,Stone,1,1,0-5,Stone,Personal,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown,3,1,,,1,45,1,1,1,MDF,1,Persian,Stone,0,0,15-20,Roman,Personal,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirdamad,6,1,30000000000,156250000,5,192,3,1,1,Metallic,1,Persian-Western,Ceramic,1,1,20-30,Stone,Personal,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darband,5,2,29000000000,200000000,4,145,3,1,1,MDF,1,Persian-Western,Stone,1,1,15-20,Stone,Personal,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirdamad,5,2,,,3,68,1,1,1,MDF,1,Persian-Western,Stone,1,1,0-5,Stone,Personal,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirdamad,6,2,47500000000,250000000,3,190,3,1,1,MDF,1,Western,Stone,1,1,0-5,Stone,Personal,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,6,2,19000000000,152000000,6,125,3,1,1,MDF,1,Persian-Western,Ceramic,1,1,20-30,Stone,Personal,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,8,2,,,1,262,3,1,1,MDF,1,Persian-Western,Stone,1,1,0-5,Stone,Personal,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,5,2,19000000000,223520000,3,85,2,0,1,MDF,1,Persian,Carpet,1,1,5-10,Stone,Residential,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirdamad,5,2,,,3,68,1,1,1,MDF,1,Persian-Western,Stone,1,1,0-5,Stone,Personal,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farmanieh,6,1,68400000000,240000000,1,285,4,1,1,Furnished,1,Persian-Western,Stone,1,1,5-10,Stone,Personal,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,8,2,,,1,262,3,1,1,MDF,1,Persian-Western,Stone,1,1,0-5,Stone,Personal,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown,,,,,,,,0,1,Unknown,0,Unknown,Unknown,0,0,unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
